,name,width,area_ha,prop.hs
516,1987PIERCE,0,38.78999048,1
517,1987PIERCE,10,30.33830969,0.782116967
518,1987PIERCE,20,23.18284021,0.597650062
519,1987PIERCE,30,17.3494873,0.447267119
520,1987PIERCE,40,12.67001812,0.326631122
521,1987PIERCE,50,9.168669552,0.236366894
522,1987PIERCE,60,6.465653718,0.16668356
523,1987PIERCE,70,4.441962448,0.11451311
524,1987PIERCE,80,3.004961453,0.077467445
525,1987PIERCE,90,1.86617982,0.048109829
526,1987PIERCE,100,0.970383474,0.025016337
527,1987PIERCE,110,0.311220648,0.008023221
528,1987PIERCE,120,0.038818721,0.001000741
529,1987PIERCE,130,0,0
530,1987SNAG_CMPLX,0,30.51000273,1
531,1987SNAG_CMPLX,10,21.72514454,0.712066293
532,1987SNAG_CMPLX,20,14.56383181,0.477346133
533,1987SNAG_CMPLX,30,9.18384335,0.301010899
534,1987SNAG_CMPLX,40,5.258336691,0.172347959
535,1987SNAG_CMPLX,50,2.479319825,0.081262524
536,1987SNAG_CMPLX,60,0.933882659,0.030609065
537,1987SNAG_CMPLX,70,0.341697504,0.011199524
538,1987SNAG_CMPLX,80,0.047266055,0.001549199
539,1987SNAG_CMPLX,90,0,0
540,1988ALASKA,0,8.640001163,1
541,1988ALASKA,10,5.692316485,0.658832838
542,1988ALASKA,20,3.464285344,0.400958898
