"","name","buf_width","area_ha","prop.hs"
"261","1992RAINBOW",20,645.523818382198,0.741955817715165
"262","1996KAWEAH",20,338.875290061811,0.732117624829181
"263","2006UNCLES",NA,NA,NA
"264","1999HORTON2",20,242.229578202834,0.630609118935966
"265","1988WALKER",20,224.633572683633,0.760026988108739
"266","1994BIG_CREEK",20,407.639207503211,0.718256242166145
"267","1987PEANUT",NA,NA,NA
"268","1985OWENS",20,215.726458313088,0.723064867187999
"269","1987CLAVEY_CMPLX",20,552.557842979917,0.706830765806018
"270","1987CHINA_SHF",NA,NA,NA
"271","2002STANZA",NA,NA,NA
"272","2007CHINA",NA,NA,NA
"273","1991ILL",20,167.649350110279,0.639029326336837
"274","2009CHALK",NA,NA,NA
"275","2006TITUS",NA,NA,NA
"276","1989BALCH",20,398.020121531766,0.653434699292059
"277","1985TRELOAR_CMPLX",NA,NA,NA
"278","2009BIG_MEADOW",20,366.29245819554,0.685979449594814
"279","2008CAREY",NA,NA,NA
"280","2008TELEPHONE",NA,NA,NA
"281","2008NORTHMOUNTAIN",20,113.92199076314,0.656875974680416
"282","1990STEAMBOAT",20,277.73931484684,0.770534952818347
"283","1987SLATER",NA,NA,NA
"284","2003TUOLUMNE",20,109.665735487605,0.599954714728288
"285","1999LOOKOUT",20,84.1406687465932,0.656067804575906
"286","1996BOREL",20,89.837042064982,0.646077004477069
"287","2001HIGHWAY",20,96.9324362056228,0.523336660896335
"288","1999SHEEP2",NA,NA,NA
"289","1990KIRCH",20,109.128035827454,0.606570041270569
"290","1988OBELISK",20,168.153143164515,0.549681707451361
"291","2008OLIVER",20,71.5668524696401,0.604705119272531
"292","2001SWILLUP2",NA,NA,NA
"293","1987CHINA_KNF",NA,NA,NA
"294","1999PIDGEN",20,105.57086864165,0.601234983752538
"295","2003LOMA",NA,NA,NA
"296","2006RUSH",NA,NA,NA
"297","2005WOOLEY",NA,NA,NA
"298","1987BEAR",NA,NA,NA
"299","2001MCLAUGHLIN",20,48.5270721623314,0.558746019031719
"300","1999SUGAR",NA,NA,NA
"301","1987KELSEY",NA,NA,NA
"302","1996CASTLE_COMPLEX",20,24.4860374397944,0.476474732064209
"303","1987THOMPSON",NA,NA,NA
"304","2008HIDDEN",20,30.7568849722159,0.414234180335305
"305","1988CLEARINGHOUSE",20,20.2879020914574,0.486870651641955
"306","1987BEARCAT",NA,NA,NA
"307","1987SAINT_CLAIRE",NA,NA,NA
"308","1999JACKASS",NA,NA,NA
"309","1996ROCK",NA,NA,NA
"310","2006RALSTON",20,36.8118890819024,0.405372722874907
"311","2009KNIGHT",20,41.8314475645513,0.524597883420394
"312","1999DIVISION",20,3.51335631635715,0.212159056820873
"313","2008ZEIGLER",NA,NA,NA
"314","1987WALLOW",NA,NA,NA
"315","1995WUKSACHI",20,0.148909498690076,0.110303104196317
"316","2009LION",20,0.541815957651629,0.17706436346057
"317","1999YELLOW",NA,NA,NA
"318","2008FOX",20,4.55832924462483,0.487000181894885
"319","2007SAGE",30,2267.17732400898,0.930616517753296
"320","2009FORKS",30,913.283975090006,0.905469776523889
"321","2002BIRCH",30,778.50181026111,0.903113429365023
"322","1992RUBY",30,1150.73098684079,0.893556443753036
"323","2009TENNANT",NA,NA,NA
"324","1997JACKS",30,1398.50222100935,0.888953876547208
"325","2006SAWMILL",30,1800.28953537651,0.875874322159515
"326","2004DEEP",30,726.427845798161,0.859484648481602
"327","2001STREAM",30,714.0322334893,0.809395185859073
"328","2007GOLDLEDGE",30,844.485874950056,0.823302332418183
"329","2014COFFEE_CMPLX",NA,NA,NA
"330","2008GULCH",NA,NA,NA
"331","2014EL_PORTAL",30,828.347809930091,0.812846813399191
"332","2007ANGORA",30,510.660555208474,0.800960730778493
"333","2004SIMS",NA,NA,NA
"334","2008COLD",30,948.125670187218,0.811112578087673
"335","2009SUGARLOAF",NA,NA,NA
"336","1994PEAK",30,518.8884832146,0.824221160812564
"337","2014LITTLE_DEER",NA,NA,NA
"338","2011MOTOR",30,790.253561925181,0.787003283594856
"339","1999PILOT",30,568.686430733359,0.741548840125044
"340","2002FULLER",30,956.144112445576,0.715023805878183
"341","2012STAFFORD",NA,NA,NA
"342","1987INDIAN",30,1332.74621619189,0.809240351338193
"343","1989RACK",30,382.068144182324,0.656542206571941
"344","2004STRAYLOR",NA,NA,NA
"345","1985RICH_BAR",30,830.431097842969,0.599896698594122
"346","1987HASLOE_CMPLX",30,850.894080069155,0.738450283310529
"347","1999RICHBAR_CMPLX",30,265.441019531382,0.634540520765129
"348","1998TOM",30,408.121129590891,0.712551601744107
"349","2006BOULDER_CMPLX",30,401.810738037745,0.757090669293849
"350","2008TROUGH",NA,NA,NA
"351","1988HERMIT",NA,NA,NA
"352","1987RIPSTEIN",NA,NA,NA
"353","2001BELL",NA,NA,NA
"354","1997CHOKE",30,415.118940509921,0.7328301027881
"355","1987STRAUSE",NA,NA,NA
"356","1994LUCAS4",30,467.705282833681,0.526357264552833
"357","1994SPECIMEN",NA,NA,NA
"358","1987GULCH_SHF",NA,NA,NA
"359","2008RICH",30,624.94928385605,0.783380147045774
"360","1989LAYMAN",30,411.030440775015,0.670632097058559
