"","name","width","area_ha","prop.hs","q","q.name"
"2318","2009CHALK",20,377.052250901739,0.730127086113639,-0.00634972122678727,"-0.0063"
"2319","2009CHALK",30,326.329675114752,0.631907472330769,-0.00634972122678727,"-0.0063"
"2320","2009CHALK",40,285.540966651439,0.552923881103201,-0.00634972122678727,"-0.0063"
"2321","2009CHALK",50,250.126191342052,0.484346418324043,-0.00634972122678727,"-0.0063"
"2322","2009CHALK",60,218.839643237986,0.423762888727958,-0.00634972122678727,"-0.0063"
"2323","2009CHALK",70,191.07222224544,0.369993825873424,-0.00634972122678727,"-0.0063"
"2324","2009CHALK",80,166.755860230806,0.322907422065547,-0.00634972122678727,"-0.0063"
"2325","2009CHALK",90,145.18070551765,0.281129114667845,-0.00634972122678727,"-0.0063"
"2326","2009CHALK",100,126.663961255447,0.245273138473191,-0.00634972122678727,"-0.0063"
"2327","2009CHALK",110,110.051604277235,0.21310483351022,-0.00634972122678727,"-0.0063"
"2328","2009CHALK",120,94.9906312521823,0.183940641219843,-0.00634972122678727,"-0.0063"
"2329","2009CHALK",130,81.2882689859661,0.157407273999837,-0.00634972122678727,"-0.0063"
"2330","2009CHALK",140,68.721118325236,0.133072139888514,-0.00634972122678727,"-0.0063"
"2331","2009CHALK",150,57.4799166316378,0.111304584284923,-0.00634972122678727,"-0.0063"
"2332","2009CHALK",160,47.8525549469915,0.0926620817750929,-0.00634972122678727,"-0.0063"
"2333","2009CHALK",170,39.4021938015813,0.0762987328096621,-0.00634972122678727,"-0.0063"
"2334","2009CHALK",180,31.9022569683463,0.0617757933152278,-0.00634972122678727,"-0.0063"
"2335","2009CHALK",190,25.8048949141846,0.0499688111822791,-0.00634972122678727,"-0.0063"
"2336","2009CHALK",200,21.0840896292192,0.040827404922063,-0.00634972122678727,"-0.0063"
"2337","2009CHALK",210,17.1742138133747,0.0332562891691096,-0.00634972122678727,"-0.0063"
"2338","2009CHALK",220,13.7187371196345,0.0265650756211188,-0.00634972122678727,"-0.0063"
"2339","2009CHALK",230,10.6711621268016,0.0206637262884775,-0.00634972122678727,"-0.0063"
"2340","2009CHALK",240,8.00036272950018,0.0154919683242108,-0.00634972122678727,"-0.0063"
"2341","2009CHALK",250,5.72720405255403,0.011090205127987,-0.00634972122678727,"-0.0063"
"2342","2009CHALK",260,3.88867582693393,0.00753006391970785,-0.00634972122678727,"-0.0063"
"2343","2009CHALK",270,2.62913975427936,0.00509108788818178,-0.00634972122678727,"-0.0063"
"2344","2009CHALK",280,1.69164466280274,0.00327571466670207,-0.00634972122678727,"-0.0063"
"2345","2009CHALK",290,0.95113868959597,0.00184179279732142,-0.00634972122678727,"-0.0063"
"2346","2009CHALK",300,0.324439332666132,0.000628246997634047,-0.00634972122678727,"-0.0063"
"2347","2009CHALK",310,0.0202094069797829,3.91336622310175e-05,-0.00634972122678727,"-0.0063"
"2348","2009CHALK",320,0,0,-0.00634972122678727,"-0.0063"
"2349","2009FAIRFIELD",0,35.5500004846497,1,-0.0166129389992659,"-0.0166"
"2350","2009FAIRFIELD",10,25.5142406557768,0.717700149309244,-0.0166129389992659,"-0.0166"
"2351","2009FAIRFIELD",20,17.5575227916318,0.493882490921852,-0.0166129389992659,"-0.0166"
"2352","2009FAIRFIELD",30,11.6543070938952,0.327828605766897,-0.0166129389992659,"-0.0166"
"2353","2009FAIRFIELD",40,7.67518463913554,0.215898299142067,-0.0166129389992659,"-0.0166"
"2354","2009FAIRFIELD",50,4.77236624849041,0.134243774498712,-0.0166129389992659,"-0.0166"
"2355","2009FAIRFIELD",60,2.85005613538515,0.0801703543327881,-0.0166129389992659,"-0.0166"
"2356","2009FAIRFIELD",70,1.54439566045421,0.0434429153136319,-0.0166129389992659,"-0.0166"
"2357","2009FAIRFIELD",80,0.653626970621719,0.0183861311311079,-0.0166129389992659,"-0.0166"
"2358","2009FAIRFIELD",90,0.154608774696466,0.00434905126831784,-0.0166129389992659,"-0.0166"
"2359","2009FAIRFIELD",100,0.0181396369926768,0.000510257011121827,-0.0166129389992659,"-0.0166"
"2360","2009FAIRFIELD",110,0,0,-0.0166129389992659,"-0.0166"
"2361","2009GOOSE",0,396.629969334556,1,-0.00359574654170643,"-0.0036"
"2362","2009GOOSE",10,356.934770410676,0.899918811000392,-0.00359574654170643,"-0.0036"
"2363","2009GOOSE",20,322.786048852094,0.813821631768387,-0.00359574654170643,"-0.0036"
"2364","2009GOOSE",30,294.815562073532,0.743301275413347,-0.00359574654170643,"-0.0036"
"2365","2009GOOSE",40,271.523596091785,0.684576600571389,-0.00359574654170643,"-0.0036"
"2366","2009GOOSE",50,250.982726585273,0.632788104757585,-0.00359574654170643,"-0.0036"
